shared name	BHI_2011_EGDe[RNASeq]	BHI_2014_EGDe[RNASeq]	BHI_Long_2014_EGDe[RNASeq]	BHI_Medium_2014_EGDe[RNASeq]	BHI_Short_2014_EGDe[RNASeq]	High_10_Plantarum_Pediocin_2014[RNASeq]	High_180_Plantarum_Pediocin_2014[RNASeq]	High_60_Plantarum_Pediocin_2014[RNASeq]	High_60_Proteinase_Plantarum_Pediocin_2014[RNASeq]	LB_2014_EGDe[RNASeq]	LB_B12_2014_EGDe[RNASeq]	LB_B12_EA_2014_EGDe[RNASeq]	LB_EA_2014_EGDe[RNASeq]	Lmo0753_Rhamnose_2013_EGDe[RNASeq]	Macrophages_2011_EGDe[RNASeq]	Macrophages_2014_EGDe[RNASeq]	Macrophages_Long_2014_EGDe[RNASeq]	Macrophages_Medium_2014_EGDe[RNASeq]	Macrophages_Short_2014_EGDe[RNASeq]	Mid_180_Plantarum_Pediocin_2014[RNASeq]	Mid_60_Plantarum_Pediocin_2014[RNASeq]	WT_2012_EGDe[RNASeq]
lmo2618	6.59763225	5.096519091	5.939375002	2.30933486	2.151481794	4.807446483	5.278778533	4.519919966	5.174257036	5.550581604	5.412016285	5.460409767	5.408056295	1.133428278	5.005125196	5.817249465	4.746021751	3.893986287	2.652714389	2.352012282	5.011396588	4.367178546
lmo2619	8.435683969	5.424740448	5.947211716	2.007788507	1.298371609	5.373430698	5.908971613	5.185417618	5.896086882	6.015366686	6.004589171	6.12951206	5.875227957	0.810716864	-4.240179951	5.880795874	4.766617958	2.842263568	1.846909918	2.929577541	5.471711093	4.366726645
lmo2620	5.576099089	4.994866487	5.747523036	0.834896013	1.040822742	4.29493856	4.74030284	4.022013495	4.747083129	5.242016746	5.063877727	5.282174678	5.164459737	-0.328187854	5.481091694	5.266014397	5.211113171	2.585662596	1.894215633	1.725532398	4.427584361	3.866722401
lmo2621	5.367512467	5.707536925	6.057403503	1.917210591	1.314628887	5.503102153	6.281259589	5.321346444	5.995239231	6.464197505	6.163260402	6.563107013	6.300980835	1.64754481	6.316899191	6.159687162	4.718993833	5.50246866	4.109964255	3.119358583	5.71344005	4.232926474
lmo2622	0	5.716194572	6.046532054	3.633776774	3.709712812	4.443331467	4.918223045	4.205914779	4.796445615	5.527091985	5.336964415	5.578714307	5.494077364	0.952051142	4.030430285	6.257370089	5.027471515	3.673910344	2.418463243	1.838060734	4.562300982	3.770725873
lmo2623	0	5.392822284	5.909801322	0.867317491	0.509343335	4.743194471	5.03480397	4.438693899	5.15208297	5.280742036	5.139007905	5.484387553	5.367948688	-0.316686706	3.513513171	5.656819853	4.375039431	1.525637825	0.653618616	1.794635399	4.755947395	4.188957615
lmo2624	0	5.967827365	5.875792925	1.654803307	0.802765002	5.414716361	5.629414752	5.125056347	5.736427412	5.814741977	5.581908151	5.841641578	5.737068126	1.564254593	-4.240179951	6.405882165	4.517997385	1.652494104	1.209911774	2.305042556	5.498327919	4.635433579
lmo2625	0	5.201145239	5.577934132	1.474894217	1.020191409	4.362272353	4.640070576	4.114053454	4.789896428	4.937148994	4.718226859	5.003907668	4.85419479	-0.526914175	0.7930357	5.809429614	4.552682346	2.413505782	1.729000428	1.365282133	4.537435857	4.198797362
lmo2626	5.293165125	6.134783117	5.995785303	1.873890145	1.546942884	4.401165911	4.400601431	4.08358964	4.75450816	4.992389234	4.750329217	4.96938959	5.052661426	0.190864334	4.105048326	6.810106945	4.515135758	3.558836981	2.594602929	1.135889215	4.453667688	4.399645395
lmo2627	8.343059423	5.79629391	6.37669099	2.181123243	1.854175982	5.807069456	6.137074142	5.594461233	6.231903569	6.411087645	5.978162283	6.502869642	6.321108892	0.557568023	4.663089527	6.369815285	5.354690786	3.497311122	2.82309453	2.912266501	5.969283759	4.701035808
lmo2628	7.113755875	6.726594424	5.865276568	2.855053266	2.757803227	5.964874789	6.138313318	5.719694769	6.382661081	6.94825249	6.441291809	6.918683714	6.780838009	2.06474666	4.01874848	7.159312018	4.380201136	2.580840213	1.522907495	2.994000848	5.95856237	4.80811024
lmo2629	7.408442731	7.038600686	6.141548047	2.624762739	2.376120474	5.209565183	5.017423217	4.873987647	5.505385467	5.839663321	5.398497525	5.732908392	5.652447389	1.883464593	1.438966218	6.648906731	4.22572471	2.294365368	1.295859375	1.991400923	5.213865834	4.645350513
lmo2630	0	6.261519565	7.898480996	2.179584573	1.745722108	6.450211936	6.239555125	5.97480849	6.591323457	6.982631587	6.359632402	6.934077951	6.667884272	1.469151936	2.988051682	5.176246815	5.629612258	2.463887682	1.927858477	3.306642227	6.428891823	4.846126193
lmo2631	6.689440562	6.427498695	6.154682773	3.020087772	2.77819628	5.028399237	4.379999943	4.512942813	5.192269622	5.443611577	5.018844475	5.403361839	5.232861966	1.004122871	3.594433167	6.52581903	4.464676644	3.704961524	3.222825093	1.621070606	4.917242277	4.395101373
lmo2632	5.938669168	7.394262029	6.385350777	2.779013929	2.46228651	5.480695102	4.36275681	4.962852445	5.593519196	5.805027377	5.37131729	5.708200305	5.520258755	-0.043855768	5.165589868	6.829354807	4.388714368	3.641425868	3.17285963	2.073783143	5.329051341	4.778656098
lmo2633	0	7.762957551	7.112408507	1.893014653	1.641355519	5.669889928	4.130137948	5.115314199	5.769085039	5.819320926	5.395525742	5.678831275	5.581294471	1.267413545	4.093799185	6.626018759	5.136999405	2.211106075	2.239618281	2.207940206	5.429769049	4.484729496
lmo2634	5.007256253	1.926882323	1.930457265	0.296426827	0.338713376	1.684702867	0.495265013	1.674090733	1.576164115	1.358946742	1.213833773	1.13265721	1.04598995	0.964750392	2.71960378	0.76468338	0.729380999	0.170811407	-0.222752935	0.232082324	1.586008934	1.379966268
lmo2635	6.330986591	0.911810748	1.958221302	0.295722214	0.05402224	0.787000767	-0.561123432	0.66808426	0.575247388	0.209359935	0.420212762	0.154190087	0.090596515	-0.354677151	-4.240179951	-0.163973444	0.555611677	-0.839358992	-0.650882407	-1.005146029	0.642318785	1.309782398
lmo2636	3.572097158	1.483187126	1.928465473	0.905661851	1.888937185	1.251123241	-0.952721919	0.73201266	0.89349746	1.739224219	1.673284119	1.454059189	1.282709718	-0.160131266	1.062052264	0.209220128	0.101576826	0.035957595	0.076626827	-1.024171907	0.827335015	0.653407876
lmo2637	8.161061589	4.665177384	5.501543795	3.424455528	2.753612707	4.19233115	2.980084515	3.816640698	3.606947931	6.418233911	6.865688144	5.553003519	5.77281336	5.450057787	-4.240179951	2.392419905	2.515454551	0.223376764	-0.105784367	3.271287509	4.869362326	5.396119122
lmo2638	5.092964073	4.929213266	4.545037969	1.403022013	0.955651712	3.193653069	2.247117059	2.598405667	3.005051714	3.292651468	3.364490798	2.919879334	2.725442465	0.167394833	1.483383505	3.305931528	2.559249914	1.051901507	1.255387765	0.982448905	3.017356385	5.535413361
lmo2639	5.888043095	1.614065167	1.748134063	1.877653387	1.596220785	1.51123968	1.099056556	1.386629056	1.575407191	1.503058885	1.517075585	1.302950669	1.345853571	0.660151447	0.7930357	0.350014339	0.610167841	1.312644102	0.435641486	1.157862991	1.490095091	2.045436205
lmo2640	0	1.510766344	0.993477401	-0.920330707	-0.4107767	0.803197724	0.341946654	0.785848524	0.86593276	1.044309073	0.978686813	0.742005773	0.838065662	0.154418999	-4.240179951	1.214502113	-0.124806456	-0.794884363	-0.406973534	0.330478509	0.890108623	1.150384694
lmo2641	0	1.119858257	0.761664839	-0.026397716	-0.113517962	1.166842034	0.457969457	1.017279203	1.074918764	0.850344785	0.946935367	0.62805308	0.669330964	0.43286344	0.619797965	0.836286057	0.137369823	-0.272318399	-0.387653779	0.226348171	1.134827593	1.274830948
lmo2642	0	-0.387625163	-0.486959124	-0.407545764	-0.326835056	-0.143908214	-1.30295795	-0.435083705	-0.443880186	0.714075153	0.775826766	0.312116517	0.222333147	0.403018434	-0.821471076	-1.27881851	-1.682410841	-1.006038334	-0.484968418	-2.453291736	0.215490511	1.252332126
lmo2643	5.706008411	0.652228691	0.861989613	0.024926328	0.149358414	0.437835734	2.00192382	0.54121869	0.211576008	0.084504314	0.074667477	-0.244539485	-0.069144424	2.122145748	-4.240179951	0.117938972	0.750061252	-0.434589828	-0.009427604	1.748435797	0.339703315	0.243432571
lmo2644	3.985803144	-0.557361417	0.68473932	-0.355792473	-0.097777233	0.10121233	1.072861805	0.217694983	0.023949858	-0.136631519	-0.139497092	-0.288840684	-0.286198839	1.883537479	-4.240179951	-0.51679865	1.100245312	-0.521577426	-0.599864997	1.110408973	0.094776238	-0.798700791
lmo2646	0	-4.748027405	-2.751436946	-2.047267496	-1.291752597	-4.187398182	2.494054195	-4.254585026	-3.298096441	-3.233508482	-3.610626295	-2.287771773	-4.278637294	-0.398386459	-4.240179951	-3.399523066	-1.531851164	-2.687355898	-1.471912266	5.553066349	-3.434040017	1.608410405
lmo2647	0	-4.576740681	-4.395293136	-2.386269104	-1.820131569	-4.187398182	2.236364955	-5.115483294	-4.49060948	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.966393549	-4.240179951	-5.895292475	-5.34038473	-1.698943873	-1.85273405	4.90403023	-4.689138242	0.684446296
lmo2648	0	-4.576740681	-4.800196258	-1.843639647	-1.225034692	-4.187398182	2.966347463	-4.632387109	-4.366435046	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.765854704	-4.240179951	-3.978267502	-3.580610476	-1.84858994	-1.277815054	4.905007595	-4.156333994	1.065712766
lmo2649	0	-3.898920306	-3.313262948	-1.816137955	-1.183727201	-4.642793841	4.00712536	-4.519169491	-3.999964888	-3.233508482	-3.610626295	-2.287771773	-3.442556334	-0.465682684	-4.240179951	-2.687731405	-5.34038473	-1.830869269	-1.307303341	4.798627732	-3.856678263	1.926553699
lmo2650	0	-5.34893145	-2.937303492	-2.735634382	-1.892656642	-3.681225508	5.374306354	-3.529715035	-2.767777333	-3.233508482	-3.570143372	-2.287771773	-3.962003499	-0.568383261	-4.240179951	-2.85234033	0.28228229	-1.610188038	-1.564669407	5.623749314	-3.042537985	2.493510381
lmo2651	0	-5.290255123	-4.194380442	-2.407748832	-1.090839903	-4.521488915	4.798292675	-3.923946762	-3.840197432	-3.233508482	-4.324719982	-2.287771773	-4.329263367	-0.848801303	-4.240179951	-2.524454779	-5.34038473	-2.697339987	-1.777352238	4.810575244	-3.390945576	2.335391911
lmo2652	5.224554513	0.302878329	1.464059071	0.332484772	-0.034779944	0.262429971	2.369593326	-0.010232382	0.156354712	-1.084878664	-0.979395494	-1.31529482	-1.230251263	0.867729263	-4.240179951	0.851585003	2.232081478	-0.793787976	-0.80575484	2.466726742	0.070891615	0.279585906
lmo2653	6.245950487	8.758286881	6.980510573	2.290008563	1.895341161	6.04439453	6.896726167	5.681286022	6.060240626	5.58584158	5.479262889	5.487573733	5.318223829	2.542777016	3.735905593	8.771910354	6.440330892	2.913307917	2.814610493	4.905724178	5.945513116	7.638547567
lmo2654	2.625008689	7.079168386	6.860280398	1.653397309	1.541428312	5.615965367	6.290891611	5.28806954	5.774009806	5.32778671	5.153687813	5.2699899	4.990807386	1.828232768	1.699926296	7.828976079	5.960922899	1.47703092	1.283179947	3.673711284	5.652263531	6.537655236
lmo2655	0	7.920795489	6.783995289	1.835091514	1.568444763	6.070927215	6.198604566	5.727662207	6.223555967	5.98315339	5.732628124	5.847216105	5.637286476	0.666891678	1.678324041	7.272447932	5.700027326	2.481547726	1.730653526	3.540416852	6.081546927	6.419280053
lmo2656	6.959427728	7.059194256	6.206800529	1.740451398	1.891277392	6.047586684	5.791537615	5.689597535	6.211499465	5.401197006	5.217622523	5.34353228	5.190876726	0.561510946	4.449382834	6.73510656	5.303604293	4.757748939	4.058602451	3.206732409	5.994596364	6.082763218
lmo2657	3.20376604	1.822282487	0.882893735	-0.209382837	-0.115192399	0.522842449	1.411853557	0.357178304	0.346788573	-0.213573543	-0.371946025	-0.436162251	-0.28302985	1.274765002	-4.240179951	0.590009958	-0.752181119	-0.718652029	-0.405361073	1.039325037	0.481640666	0.919527442
lmo2658	0	0.184243851	0.985528648	1.064942007	0.851205357	0.519151608	0.379815532	0.300451091	0.34450294	-0.474215358	-0.779414768	-0.829014671	-0.668842941	1.674845183	-4.240179951	-1.317292658	-0.946888664	0.77207572	0.293622481	0.428533173	0.376294448	-0.928855354
lmo2659	0	-3.049375825	-2.062224484	-1.583715169	-1.258585733	-3.185673987	-1.757708324	-2.875112771	-3.018926688	-3.088683848	-3.122485588	-3.255279426	-3.181340093	-0.183556957	0.22475194	-2.218269421	-0.636187824	-1.150146529	-0.947086621	1.751327784	-3.199748974	-1.158083261
lmo2660	0	-3.152932017	-3.406788775	-0.554067974	-0.219183971	-3.606506337	-1.444291974	-3.511210279	-3.608578729	-3.14784592	-3.077696696	-2.287771773	-3.379400271	-0.304710285	-1.419372633	-2.802719485	-0.79488557	-1.670282385	-1.136309234	1.860615629	-3.112125877	-1.016946683
lmo2661	0	-3.484993	-2.658327542	-1.518058977	-2.461677599	-4.766561557	-0.736583941	-3.848589394	-3.840319967	-3.233508482	-3.554201828	-2.287771773	-4.070050672	-0.860091715	-4.240179951	-3.546111348	-5.34038473	-2.041705471	-1.347094002	2.4410207	-4.002707413	-2.970905533
lmo2662	0	-4.455846654	-3.214143697	-1.520621491	-1.432531253	-3.960098158	0.021572949	-4.088531393	-4.119280684	-3.383437839	-3.387551959	-2.287771773	-3.442556334	0.064741998	-4.240179951	-2.932002502	-5.34038473	-1.565100148	-0.864229688	3.342992283	-4.160371321	-2.356796686
lmo2663	0	-3.360510969	-2.353273266	-1.368702278	-1.05031442	-3.503203405	0.389546929	-3.630158994	-3.291894707	-3.254549594	-3.232273733	-2.287771773	-4.061045859	-0.623288668	-4.240179951	-3.03384485	-1.051225323	-0.268130602	0.071449331	4.183839984	-3.131421329	-3.390744018
lmo2664	0	-2.837032412	-2.010366954	-2.223735344	-1.724712004	-3.459886589	1.304677734	-3.544721386	-3.354075059	-2.587004203	-2.312561522	-3.193739342	-3.657148918	-0.95021331	-4.240179951	-2.380302455	-0.857895368	-0.634888478	-0.500974731	4.828599823	-3.194317186	-2.332343642
lmo2665	0	-2.662166669	-1.987504305	-2.001563886	-1.375816862	-3.385328022	1.424509771	-3.673164384	-3.682461026	-3.191793868	-2.684069782	-2.287771773	-4.040773464	-0.793179217	-4.240179951	-2.850073723	-2.937843524	-1.057724348	-0.830598911	4.818285295	-3.577379089	-1.911040004
lmo2666	0	-1.073797567	-3.569060204	-0.53450108	-0.251394859	-1.577134116	3.737633687	-1.784258282	-1.558674663	-0.69653417	-0.239968125	-1.607109564	-1.848333038	-1.683015104	1.418355938	-2.632183823	1.235488079	-0.335054154	0.295426978	7.099887468	-1.868946989	-1.349143114
lmo2667	4.79182778	-0.831858996	-1.968667663	-0.980402191	-0.545509189	-1.714825525	3.758505702	-1.819843133	-1.870613889	-0.812643121	-0.508398138	-1.538098483	-1.984906091	-0.598444171	-4.240179951	-3.183794375	-1.486047475	0.123982538	0.367440546	7.104520425	-1.624186352	-2.918675574
lmo2668	0	0.286831352	-1.586942909	0.934164744	-0.645389552	-3.160259623	2.673566416	-2.953725894	-3.152203171	-1.511856328	-1.263982593	-2.573485557	-2.743305561	-0.973822417	-4.240179951	-1.864191333	-2.05541312	-0.658376831	0.741491372	5.947334946	-2.523965002	-0.08204886
lmo2669	4.985803144	-2.399723895	-1.452764204	-1.180705766	-0.682739734	-1.272098512	-0.851715344	-1.330313726	-1.527295336	-0.02694789	0.04971188	-0.714766499	-0.660924736	1.329640564	-4.240179951	-0.967263112	-0.122147109	-2.014617438	-1.232133212	-1.419247557	-0.936257861	1.708259197
lmo2670	0	1.190886888	-0.2894784	-0.898775466	-0.82979405	-1.344430524	0.831089822	-0.876325064	-1.033999868	-0.107942531	0.106250872	-0.536981126	-0.33125192	-0.085315356	-4.240179951	2.63544435	3.626101196	1.777485157	1.660886617	0.679594938	-1.133895048	0.446901686
lmo2671	0	1.44661802	0.657723986	1.662535767	0.385341541	-0.205191006	2.339385847	0.245412314	-0.054646542	1.554441484	1.752989724	1.526830447	1.485919685	1.022559313	1.030430285	3.194066495	4.447475267	2.409048586	1.735320349	2.23107319	0.167476278	1.402640139
lmo2672	0	-0.292918146	-1.331046213	-1.254907985	-0.436424807	-1.416088174	1.110667212	-0.659124438	-1.435952915	0.586567711	0.965390583	0.39788259	0.643074626	0.058309305	1.901482427	2.709277063	3.672810878	2.63778652	2.669324397	0.922109002	-0.926327126	0.614182827
lmo2673	0	2.456699479	-1.309092101	-0.715105569	-0.491855747	-1.885686637	2.51061605	-0.347535111	-1.161465082	2.237474835	2.879310523	2.087261363	2.421095394	2.140438293	2.263286542	4.432480713	3.539850301	2.614213109	2.419993954	2.243682393	-0.749377366	2.02834869
lmo2674	7.627379594	2.484582864	1.059529229	1.590321935	0.869710826	-0.026054847	2.137344435	0.190452274	-0.095468291	1.058272979	1.616513908	1.090011251	1.223025325	0.072098135	4.532372199	3.689808398	3.586543537	2.173241045	2.214833973	2.141221635	0.161750993	1.478131945
lmo2675	0	1.611375395	0.578903388	2.206056785	1.934251078	-0.630829281	2.004919548	-0.18480924	-0.382401514	-0.410631392	-0.573310651	1.497592945	1.413340845	3.074131558	4.309979777	3.309248947	3.449040013	4.520043808	3.504697914	1.665740207	-0.321340678	1.628895477
lmo2676	0	0.179630663	-0.140315285	2.200905177	2.23026159	0.380510437	2.577971347	0.508994695	0.45612914	0.215181924	0.083443276	1.328715683	1.197186405	1.599731324	4.816727208	2.164193723	3.010007834	4.417621212	4.359023273	2.214021665	0.559645861	2.032073435
lmo2677	3.985803144	1.523558578	1.909004156	3.312063036	3.781970687	1.190433207	3.017665419	1.286065259	1.042163424	0.701905059	0.626624832	1.12958263	1.10919458	2.371724023	5.020078766	1.431286264	0.614818485	6.444510552	6.550755822	2.576427842	1.136203222	2.591147756
lmo2678	0	-0.296667495	-0.480134925	0.868375573	1.523869941	-0.922461209	1.896150683	-0.563548744	-0.663002734	-0.661603781	-0.610474464	-0.053865883	-0.178065574	2.081165776	3.284888796	-0.502086966	-1.482941564	4.863523543	5.029124153	1.577109405	-0.426539771	0.535091746
lmo2679	0	-0.466290961	-0.71491107	0.329518297	0.7050271	-1.796130948	0.884391506	-1.517564433	-1.657003374	-0.69540876	-0.676009059	-0.680769297	-0.869845674	1.48717449	4.573371551	-0.640440282	-1.318447526	4.460237589	4.671136724	0.602480502	-1.332239512	0.053105049
lmo2680	0	-1.250580581	-0.784545258	-0.250679718	0.310727665	-1.752129638	0.730376445	-1.524163145	-1.4248568	-0.495510338	-0.460974407	-1.181191423	-1.248735809	1.905870047	2.717444057	-1.419474177	-1.787351897	3.583838214	3.948779173	0.430777388	-1.406129762	-0.011365254
lmo2681	0	-3.554325021	-1.673211779	2.253350092	-0.187055218	-4.187398182	-3.194130899	-4.629128947	-4.621301737	-1.763015328	-1.794152621	-2.408815467	-2.491775256	0.773854228	0.144279362	-1.923565665	-2.038588498	1.007540629	1.276011626	-3.75579144	-4.782561108	-2.62321969
lmo2682	0	-4.194601197	-1.75658025	-1.718409872	-1.644819204	-5.157886539	-2.772091792	-4.485525631	-5.078293678	-1.048102651	-1.316851504	-1.904547302	-2.4617789	0.793236815	0.423480971	-2.976471669	-2.759386889	-0.914891623	-0.613872259	-3.34632486	-3.789802444	-2.31754587
lmo2683	0	-1.265634638	-2.101934194	-1.199825366	-1.320321749	0.828843192	8.961315008	1.226615771	0.509662755	-2.551336255	-1.754951956	-2.127044498	-2.191729229	-1.676730334	-4.240179951	-0.901493814	-5.34038473	-0.715925051	-1.02886039	8.685769017	1.471343573	4.419506784
lmo2684	0	-0.001990821	-0.975300755	-0.826099065	-0.693614708	-0.157790284	7.536231214	0.213372695	-0.332057556	-3.395556471	-2.923642461	-2.287771773	-3.081037334	-0.445277147	-4.240179951	0.887269986	-1.170752472	-1.368077382	-0.97956904	7.530472537	0.575499243	2.482737325
lmo2685	0	1.085614208	-0.280365412	-0.426619606	-0.083715469	-0.5258111	6.687563918	-0.285061447	-1.047636728	-3.233508482	-3.568557121	-2.287771773	-4.392528261	-0.880837142	-4.240179951	1.844674822	-0.283172051	-1.17564238	-0.960198747	6.756485054	-0.117066761	-0.431997912
lmo2686	0	-1.535908307	-1.030773165	0.383889668	0.412423062	0.392751044	-2.36180492	0.199923333	-0.451937503	2.119544446	2.030929518	1.907950923	1.835124378	-0.431076016	-4.240179951	-1.092586371	-1.6856565	0.328763767	0.38625504	-3.078168763	1.202937299	0.729712307
lmo2687	0	-3.291996055	-1.790965311	-1.0043337	-1.179277868	-1.477867396	-2.772091792	-2.274168209	-2.657692313	-1.969719782	-1.827017255	-0.804670852	-0.427394728	0.039244118	-4.240179951	-3.290964649	-1.74130453	-1.792472604	-1.378802861	-2.838510776	-2.3400674	-1.6613117
lmo2688	0	-2.564147806	-1.818004563	2.391159083	1.479249321	-1.257544704	-3.54983419	-1.848994038	-2.446105758	-2.222318735	-2.331262828	-1.140914692	-0.885773293	-0.36647655	-4.240179951	-2.095611481	-1.446415688	0.42664873	1.098950038	-2.838510776	-1.909461372	-1.708204271
lmo2689	2.324800791	-2.645784993	-2.203033895	-0.926597017	-0.597498679	-0.881150894	-3.707614065	-1.588185543	-2.191277737	-2.7060407	-2.676217109	-1.113341769	-1.117404948	-0.664651095	-0.770206604	-3.149097628	-2.631146369	-1.523616697	-0.828482607	-2.838510776	-1.098529793	-2.204054868
lmo2690	0	-0.594936564	0.55256924	0.853774024	-0.98774641	0.761932881	0.029280478	0.271525944	0.242315076	0.188897053	0.103329299	1.43317134	1.746272713	0.63916967	-4.240179951	2.201736343	3.293923697	1.151281114	-0.409663825	0.22154835	0.17299497	-1.134404265
lmo2691	5.445900366	4.217463916	2.595497951	1.565145938	1.553348239	1.328636377	1.431811092	1.019274777	1.135896434	0.779734403	0.505424008	-0.068108962	0.002020966	4.084316987	2.087858565	1.216624315	-0.329474548	0.709256126	0.524013473	2.415559955	1.384720134	0.988377753
lmo2692	9.871554972	4.53884322	3.470955475	3.083557686	2.838778966	3.947128487	4.643831898	4.147541635	3.999153617	3.229341978	3.084398636	3.404782514	3.373066757	3.082048062	2.776547577	4.179797087	1.008717217	0.990716007	1.056583283	5.258721827	3.946520673	3.760208574
lmo2693	4.360593053	1.844909229	2.443076442	0.723012609	0.492741367	1.155763115	0.495530382	0.928846305	1.041750115	1.389918994	1.273471354	0.952507727	1.159298909	2.603995157	0.265585658	1.062811051	0.404645893	-0.32862584	-0.149524054	1.164623983	1.060619068	2.086384819
lmo2694	0	0.438289474	-0.173460876	-0.985866952	-0.742065571	-0.662723559	-0.493947677	-0.558614915	-0.739829343	-0.686265835	-0.583908335	-1.074041128	-0.91142832	0.021188332	-4.240179951	-1.730604122	-3.05541312	-1.34302139	-1.273008197	0.88254809	-0.518145998	0.873025269
lmo2695	0	2.599895898	-1.095391348	-1.009199455	-0.654322676	-1.537904264	1.936919126	-0.026413731	-1.123059789	1.541736555	2.398230581	1.747829097	1.928450997	3.573744365	1.191585076	4.517896472	2.931549357	1.743983413	1.453319966	3.45675455	-0.412965965	2.185196812
lmo2696	0	2.648943042	-0.441642607	0.089731948	1.276193927	-1.754415086	1.38708728	-0.535733021	-1.335024276	1.714198863	2.37248901	1.77205755	2.069631193	0.400523514	1.92128267	4.513351973	3.323377312	2.527768522	2.964712096	2.962071539	-0.805346512	1.786805644
lmo2697	0	2.523995784	-0.172900715	-0.239427716	-0.391288271	-1.192714469	2.165154927	0.264135924	-0.519162714	2.016834865	2.787072356	2.293842077	2.521831242	-0.4044091	1.007160505	4.323876046	3.316145742	2.450147625	2.361045241	3.711449643	-0.210169433	1.921485493
lmo2698	0	-1.155474212	-0.99429347	-0.269062405	0.009711395	-1.686909113	-1.370635266	-1.259653859	-1.806266747	-1.307233289	-0.555472365	-0.952289579	-0.569885302	0.634739339	1.408160171	-0.148517972	1.284186001	0.49381386	0.676021163	-0.55127212	-1.433661764	-2.586081711
lmo2699	0	0.040807429	-0.651901273	-0.187197757	0.234793217	-1.364909392	-0.759114574	-1.152556983	-1.481225933	-0.466820698	-0.147237629	-0.844362635	-0.253102202	0.257362218	0.843661773	0.722568506	0.982722009	0.642792703	0.744579554	-0.121985059	-1.171536085	-1.808360061
lmo2700	5.933525865	0.853151935	1.136504546	0.950616893	0.539605367	1.13452592	1.041435037	0.883634257	0.81933448	0.131563745	0.061660119	-0.004082976	-0.05221653	2.131549789	-4.240179951	-0.976471669	-0.34434939	-0.053597894	-0.887520338	1.75931418	0.937900089	2.001680335
lmo2701	8.032328275	2.6342012	2.355897098	0.321498849	0.642249844	2.243249357	2.133664428	2.165793628	2.205812609	2.390810388	2.266599791	2.138697132	2.007666891	-2.727088784	-4.240179951	2.0348679	2.239879848	-0.722979808	-0.507536175	2.166418654	2.031177853	2.419435718
lmo2702	0	2.5540455	3.814470432	0.157903451	0.251531872	1.864168544	1.779044091	1.722055023	1.81876691	2.326365722	2.213915984	2.234543514	1.999746008	0.273799518	-4.240179951	2.370505128	4.02381703	-0.346700595	-0.064142767	1.842011021	1.701015354	2.771761176
lmo2703	8.924994231	3.905927646	4.087330928	1.487183299	0.984079083	2.780663937	2.359266838	2.640245988	2.548437417	2.267637751	2.350418594	2.144531787	2.101095252	-0.353042694	3.245024335	3.348195905	3.920137471	0.108285603	-0.358530466	2.544187546	2.509873942	3.165581277
lmo2704	3.888043095	3.030301217	3.671352829	1.71637248	0.857760944	2.504329413	2.576664791	2.374674976	2.437928056	2.284630122	2.185404216	2.066406818	2.053617939	1.571728818	-0.2069643	2.335597566	3.404583707	0.450147625	-0.051908513	2.349217183	2.429042625	2.339427424
lmo2705	7.113755875	2.177359534	2.331456062	0.705489218	0.86952831	1.404531591	4.184826427	0.964860924	1.13012552	0.558555768	0.589633945	0.651726075	0.472222742	1.175596002	0.696820385	1.546134289	1.761880039	-0.080837254	-0.378802861	4.628440078	1.099348139	1.116948336
lmo2706	0	3.009485566	2.077159123	-0.836648985	0.158331849	1.928596018	4.754248202	1.567290866	1.51775588	1.337193138	1.414417757	1.346447395	1.171447152	2.919868548	-4.240179951	1.184148592	0.444302094	0.025762954	-0.080721508	5.106101694	1.395708795	0.497100822
lmo2707	0	0.757852495	1.884599739	1.712454012	0.445212997	2.045468625	5.255062036	1.613500786	1.763208042	1.137703801	1.333059961	0.963200784	1.293269054	3.147896244	-4.240179951	0.427450287	0.165586066	0.103190736	-0.266328132	5.630392084	1.454747701	0.580954873
lmo2708	0	-4.34893145	-3.844194087	-0.970099636	-0.698009211	-4.31734047	6.065439996	-3.854920196	-3.234173133	-3.233508482	-4.229106454	-2.287771773	-4.305305245	-0.722561077	-4.240179951	-3.759230925	-3.039645804	-1.789158179	-0.967734264	6.686648442	-2.952683014	-0.245487983
lmo2709	0	-0.461054313	0.455013931	2.70107716	0.744773279	1.792503624	2.861512298	1.776889273	1.328414765	1.033956495	1.089654362	0.83200207	0.532675641	1.560321701	2.272505072	-0.308019813	-0.910362788	1.589484307	-0.949959562	3.05066821	1.941056686	0.826934115
lmo2710	7.648413293	0.252805921	1.102042656	1.190564608	1.121598526	0.806113276	-0.702507139	0.441231572	0.546053314	-0.793526802	-0.979387283	-0.992213809	-0.99311984	0.036743715	1.231477804	-0.385572958	0.048609944	0.046910546	-0.213379252	0.036308713	0.304411414	-0.516121691
lmo2711	0	-4.582603796	-5.406756044	3.414397564	3.814881681	3.769449189	5.49600752	3.845697872	4.121468407	4.922285511	5.272109051	5.265393305	5.6974472	4.494450002	2.816440304	-4.058759644	-5.34038473	5.475058961	5.660577454	6.0680245	3.779862997	9.110358708
